video_id,frames,first_frame_id,last_frame_id,frame_id_span,frame_id_gaps,missing_frame_ids,min_frame_step,max_frame_step,continuous,num_shards,shards,split
FHQdsG4y6sA,353,138100,138452,353,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
1YmFjGfQGnw,342,18743,19084,342,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
0NN6ySHCHVA,339,9145,9483,339,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Tn_MfGExzrw,339,256515,256853,339,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
3HZMLSYtFEM,332,30826,31157,332,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
Aw4Vaqqq_Eg,330,97086,97415,330,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
eFquyliJz0U,326,326950,327275,326,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
Oh6s2ckLVCc,310,214632,214941,310,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
3sty8XW-6FU,307,35060,35366,307,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
cQAkgnu0KNE,299,314010,314308,299,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
49dGxeU0X5E,295,36206,36500,295,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
F3BeAm1eM6Y,288,134263,134550,288,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
-tqqp2KwCIQ,284,5024,5307,284,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
XRtazMBnC9Y,284,277494,277777,284,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
AQ_qy4s9-58,272,94503,94774,272,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
LqVVbjKegLM,258,180905,181162,258,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
3p5gb_JqO78,242,34818,35059,242,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
ZbjWbqnnYyE,227,292117,292343,227,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
zHW35Y8ghrY,225,491447,491671,225,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
rYzVEZZO83c,211,438733,438943,211,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
YufGRlASfNw,210,287013,287222,210,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
t_qmGs9IgK4,208,451694,451901,208,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
lRBRTysHyrA,187,386386,386572,187,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
9MPPZdAWF4U,176,81557,81732,176,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Xr0VL5ak2YA,168,280832,280999,168,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
bF1ORN7QtkE,162,302571,302732,162,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
Oxh1el_9L68,129,214942,215070,129,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
SJcqdf3mIc8,89,244256,244344,89,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
CF81s4pzmew,52,106791,106842,52,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
