video_id,frames,splits,shards,num_shards,first_frame_id,last_frame_id,frame_id_span,frame_id_gaps,missing_frame_ids,min_frame_step,max_frame_step,continuous,extensions
xVaf2MFNbnY,403,train,Dataset_Shard_0400000_0499999,1,477193,477595,403,0,0,1,1,True,
uNQDRZz4TUU,401,train,Dataset_Shard_0400000_0499999,1,455629,456029,401,0,0,1,1,True,
2el-ZR4A4D4,398,train,Dataset_Shard_0000000_0099999,1,29121,29518,398,0,0,1,1,True,
lFhCwScSprM,398,test,Dataset_Shard_0300000_0399999,1,383244,383641,398,0,0,1,1,True,
RUu5-e13gZw,396,train,Dataset_Shard_0200000_0299999,1,238542,238937,396,0,0,1,1,True,
4xuwsEvzX1g,394,train,Dataset_Shard_0000000_0099999,1,43915,44308,394,0,0,1,1,True,
02MD08BgFZ0,379,train,Dataset_Shard_0000000_0099999,1,7288,7666,379,0,0,1,1,True,
46-qefy8Nwc,372,test,Dataset_Shard_0000000_0099999,1,35834,36205,372,0,0,1,1,True,
HRJ4OhgNX08,367,train,Dataset_Shard_0100000_0199999,1,148464,148830,367,0,0,1,1,True,
erLQ1Ojy-TQ,362,val,Dataset_Shard_0300000_0399999,1,330556,330917,362,0,0,1,1,True,
FHQdsG4y6sA,353,val,Dataset_Shard_0100000_0199999,1,138100,138452,353,0,0,1,1,True,
1YmFjGfQGnw,342,train,Dataset_Shard_0000000_0099999,1,18743,19084,342,0,0,1,1,True,
0NN6ySHCHVA,339,train,Dataset_Shard_0000000_0099999,1,9145,9483,339,0,0,1,1,True,
Tn_MfGExzrw,339,train,Dataset_Shard_0200000_0299999,1,256515,256853,339,0,0,1,1,True,
3HZMLSYtFEM,332,val,Dataset_Shard_0000000_0099999,1,30826,31157,332,0,0,1,1,True,
Aw4Vaqqq_Eg,330,train,Dataset_Shard_0000000_0099999,1,97086,97415,330,0,0,1,1,True,
eFquyliJz0U,326,val,Dataset_Shard_0300000_0399999,1,326950,327275,326,0,0,1,1,True,
Oh6s2ckLVCc,310,train,Dataset_Shard_0200000_0299999,1,214632,214941,310,0,0,1,1,True,
3sty8XW-6FU,307,train,Dataset_Shard_0000000_0099999,1,35060,35366,307,0,0,1,1,True,
cQAkgnu0KNE,299,train,Dataset_Shard_0300000_0399999,1,314010,314308,299,0,0,1,1,True,
49dGxeU0X5E,295,train,Dataset_Shard_0000000_0099999,1,36206,36500,295,0,0,1,1,True,
F3BeAm1eM6Y,288,test,Dataset_Shard_0100000_0199999,1,134263,134550,288,0,0,1,1,True,
-tqqp2KwCIQ,284,train,Dataset_Shard_0000000_0099999,1,5024,5307,284,0,0,1,1,True,
XRtazMBnC9Y,284,train,Dataset_Shard_0200000_0299999,1,277494,277777,284,0,0,1,1,True,
AQ_qy4s9-58,272,train,Dataset_Shard_0000000_0099999,1,94503,94774,272,0,0,1,1,True,
LqVVbjKegLM,258,train,Dataset_Shard_0100000_0199999,1,180905,181162,258,0,0,1,1,True,
3p5gb_JqO78,242,train,Dataset_Shard_0000000_0099999,1,34818,35059,242,0,0,1,1,True,
ZbjWbqnnYyE,227,train,Dataset_Shard_0200000_0299999,1,292117,292343,227,0,0,1,1,True,
zHW35Y8ghrY,225,train,Dataset_Shard_0400000_0499999,1,491447,491671,225,0,0,1,1,True,
rYzVEZZO83c,211,train,Dataset_Shard_0400000_0499999,1,438733,438943,211,0,0,1,1,True,
YufGRlASfNw,210,val,Dataset_Shard_0200000_0299999,1,287013,287222,210,0,0,1,1,True,
t_qmGs9IgK4,208,train,Dataset_Shard_0400000_0499999,1,451694,451901,208,0,0,1,1,True,
lRBRTysHyrA,187,train,Dataset_Shard_0300000_0399999,1,386386,386572,187,0,0,1,1,True,
9MPPZdAWF4U,176,train,Dataset_Shard_0000000_0099999,1,81557,81732,176,0,0,1,1,True,
Xr0VL5ak2YA,168,train,Dataset_Shard_0200000_0299999,1,280832,280999,168,0,0,1,1,True,
bF1ORN7QtkE,162,val,Dataset_Shard_0300000_0399999,1,302571,302732,162,0,0,1,1,True,
Oxh1el_9L68,129,val,Dataset_Shard_0200000_0299999,1,214942,215070,129,0,0,1,1,True,
SJcqdf3mIc8,89,train,Dataset_Shard_0200000_0299999,1,244256,244344,89,0,0,1,1,True,
CF81s4pzmew,52,val,Dataset_Shard_0100000_0199999,1,106791,106842,52,0,0,1,1,True,
